MutationSymbol,MutationGeneID,RegulatorSymbol,RegulonRegulator,RegulatorType,Regulon,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,TargetSymbol,DrugTarget,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,SOX2,ENSG00000181449,TF,549,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
ATRX,ENSG00000085224,STAT6,ENSG00000166888,TF,59,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
GPR98,,PRDM1,ENSG00000057657,TF,98,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
GPR98,,ATF5,ENSG00000169136,TF,536,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,,yes,#N/A,,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
GPR98,,NFKB1,ENSG00000109320,TF,402,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,SOX2,ENSG00000181449,TF,549,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
IDH1,ENSG00000138413,PRDM1,ENSG00000057657,TF,98,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
IDH1,ENSG00000138413,STAT3,ENSG00000168610,TF,378,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
IDH1,ENSG00000138413,STAT6,ENSG00000166888,TF,59,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,MAF,ENSG00000178573,TF,154,1,3.015666237,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,NFKB1,ENSG00000109320,TF,402,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,DOBUTAMINE,Beta-2 adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,NFKB1,ENSG00000109320,TF,402,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,EPHEDRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,NFKB1,ENSG00000109320,TF,402,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,EPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,NFKB1,ENSG00000109320,TF,402,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,NOREPINEPHRINE,Adrenergic receptor agonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,NFKB1,ENSG00000109320,TF,402,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,,#N/A,yes,-0.032298401,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,ADRB2,ENSG00000169252,RegulonGene,#N/A,AntiCancerPhaseIV
MUC17,ENSG00000169876,STAT5A,ENSG00000126561,TF,787,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,,#N/A,#N/A,0.069499965,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
MUC17,ENSG00000169876,IRF1,ENSG00000125347,TF,34,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,,yes,yes,0.100724844,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
MUC17,ENSG00000169876,STAT3,ENSG00000168610,TF,378,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
MUC17,ENSG00000169876,CEBPA,ENSG00000245848,TF,290,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
MUC17,ENSG00000169876,CEBPB,ENSG00000172216,TF,457,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,CARVEDILOL,Adrenergic receptor beta antagonist,ADRB2,ENSG00000169252,RegulonGene,Early Phase 1,#N/A
