MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
TP53,ENSG00000141510,TF,-1,-6.191878823,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
TP53,ENSG00000141510,TF,1,-6.517212167,-0.312140047,254.502439,-80.17482517,2.386896437,yes,#N/A,#N/A,-0.016930102,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
AHNAK2,ENSG00000185567,TF,1,-2.213351702,-0.35575208,332.8600668,98.45416667,2.534978112,NA,yes,#N/A,-0.076876257,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.353939544,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.943336999,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
MUC17,ENSG00000169876,TF,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,NA,#N/A,#N/A,0.069499965,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
NF1,ENSG00000196712,TF,-1,2.577714787,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.425771725,0.812814349,381.872549,79.6713352,2.470220159,yes,yes,#N/A,0.043239717,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.53110771,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.421952479,0.43852254,425.1428571,118.6296296,2.255335743,yes,#N/A,#N/A,0.080033004,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.5274087,0.812814349,381.872549,79.6713352,2.470220159,yes,yes,#N/A,0.043239717,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.684596666,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
TP53,ENSG00000141510,TF,1,-2.338541186,-0.333435561,318.3952703,-19.6031746,2.543790594,yes,#N/A,#N/A,0.117624951,GEMTUZUMAB,Myeloid cell surface antigen CD33 binding agent,RegulonGene,#N/A,AntiCancerPhaseIV,CD33,"24,59,115,436,480,549,787",NA,"24,59,115,436,480,549,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.293281098,-0.314810655,336.3777589,87.6245614,2.375269855,yes,#N/A,yes,0.041677824,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.520929955,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.270643248,-0.314810655,336.3777589,87.6245614,2.375269855,yes,#N/A,yes,0.041677824,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
MUC17,ENSG00000169876,TF,1,2.993138216,0.560775682,358.4192377,-29.88888889,2.45227828,NA,yes,#N/A,-0.017328457,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
NF1,ENSG00000196712,TF,1,2.736500385,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
TP53,ENSG00000141510,TF,1,-2.498994021,-0.314810655,336.3777589,87.6245614,2.375269855,yes,#N/A,yes,0.041677824,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
TP53,ENSG00000141510,TF,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,ABATACEPT,T-lymphocyte activation antigen CD86 inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,CD86,"652,734",NA,"652,734",2,NA,2
ATRX,ENSG00000085224,TF,1,3.039118543,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,1,3.039118543,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,1,3.039118543,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,3.271856436,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,3.271856436,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,3.271856436,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
NF1,ENSG00000196712,TF,-1,-4.343950746,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
NF1,ENSG00000196712,TF,-1,-4.343950746,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
NF1,ENSG00000196712,TF,-1,-4.343950746,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,3.24921744,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,3.24921744,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,3.24921744,0.650296832,-489.3333333,-245.8333333,-2.004309389,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,1,-5.837271897,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,1,-5.837271897,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,-1,-6.284755928,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,-1,-6.284755928,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,1,-5.837271897,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,-1,-6.284755928,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
EGFR,ENSG00000146648,TF,-1,2.205229764,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
EGFR,ENSG00000146648,TF,-1,2.205229764,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
EGFR,ENSG00000146648,TF,-1,2.205229764,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,-8.900132775,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,-8.900132775,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,-1,-8.229076699,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,-1,-8.229076699,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,1,-8.900132775,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
IDH1,ENSG00000138413,TF,-1,-8.229076699,0.413115929,819.521164,420.1714286,2.792753994,yes,yes,#N/A,-0.147069167,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,-4.100022768,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,ABEMACICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,-4.100022768,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,PALBOCICLIB,Cyclin-dependent kinase 4/cyclin D1 inhibitor,RegulonGene,Phase 2,AntiCancerPhaseIV,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
TP53,ENSG00000141510,TF,1,-4.100022768,-0.366579749,667.6038961,441.275,2.551675906,yes,yes,yes,0.009674745,RIBOCICLIB,Cyclin-dependent kinase 4 inhibitor,RegulonGene,Phase 2,#N/A,"CDK4,CDK6","1560,1569,1653",NA,NA,"54,80",NA,NA
ATRX,ENSG00000085224,TF,-1,-5.283671066,0.490108127,282.0390396,138.2222222,2.717098111,yes,yes,#N/A,-0.147069167,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
ATRX,ENSG00000085224,TF,-1,-5.726907249,0.368665976,183.3639731,72.05128205,2.683935064,yes,#N/A,#N/A,-0.02197661,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
ATRX,ENSG00000085224,TF,-1,-6.124032141,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
ATRX,ENSG00000085224,miRNA,1,-5.765024776,-0.424987379,183.3639731,72.05128205,2.683935064,yes,#N/A,#N/A,NA,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
IDH1,ENSG00000138413,TF,-1,-7.304272808,0.490108127,282.0390396,138.2222222,2.717098111,yes,yes,#N/A,-0.147069167,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
IDH1,ENSG00000138413,TF,-1,-8.153350511,0.368665976,183.3639731,72.05128205,2.683935064,yes,#N/A,#N/A,-0.02197661,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
IDH1,ENSG00000138413,TF,-1,-7.881164458,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
SEMA3C,ENSG00000075223,TF,-1,-3.697758686,0.368665976,183.3639731,72.05128205,2.683935064,NA,#N/A,#N/A,-0.02197661,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
TP53,ENSG00000141510,TF,-1,-6.010206319,0.446212619,275.23971770000003,143.4923077,3.061868333,yes,yes,#N/A,0.043239717,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
TP53,ENSG00000141510,TF,-1,-6.248205922,0.368665976,183.3639731,72.05128205,2.683935064,yes,#N/A,#N/A,-0.02197661,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
TP53,ENSG00000141510,TF,-1,-6.191878823,0.337342603,200.3497778,40.96904762,2.732273465,yes,#N/A,#N/A,-0.112566588,ROCURONIUM,Muscle-type nicotinic acetylcholine receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,CHRNB1,"439,1638,2031,2106","439,1638,2031,2106",NA,91,91,NA
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.224624352,0.530384164,336.4917719,79.89384921,2.422939142,NA,#N/A,#N/A,-0.082248802,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.293281098,-0.314810655,336.3777589,87.6245614,2.375269855,yes,#N/A,yes,0.041677824,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.432672531,0.324370727,357.9166667,35.70238095,2.33286947,yes,#N/A,#N/A,-0.090115373,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.442122163,0.309729292,220.1824009,-44.80830281,2.322423627,yes,#N/A,#N/A,-0.335254042,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.375391584,-0.346779171,278.1590636,-76.36666667,2.376011197,yes,#N/A,yes,0.021106578,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.516396575,0.31866658,342.5460705,-155.4848485,2.478078779,yes,#N/A,#N/A,-0.048143139,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,PEGFILGRASTIM,Granulocyte colony stimulating factor receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,CSF3R,"0,23,34,59,98,231,281,290,480,505,536,700,734",NA,"0,23,34,59,98,231,281,290,480,505,536,700,734",2,NA,2
